token,token_type,token_id
HYCC2,gene,16015
CFAP107,gene,16016
HIBADH,gene,16017
CRYGB,gene,16018
NRBP2,gene,16019
PSMB3,gene,16020
LIX1,gene,16021
CD247,gene,16022
GTF2H2,gene,16023
COL4A5,gene,16024
LY96,gene,16025
FAT3,gene,16026
DIAPH2,gene,16027
SLC8B1,gene,16028
ESRP1,gene,16029
TMEM67,gene,16030
CD4,gene,16031
CD70,gene,16032
ACTMAP,gene,16033
CBX7,gene,16034
ACTN4,gene,16035
MUC4,gene,16036
MT-ND5,gene,16037
CCDC89,gene,16038
SV2C,gene,16039
PNLDC1,gene,16040
LRIT1,gene,16041
EVX1,gene,16042
CCDC6,gene,16043
MAPT,gene,16044
TNNI1,gene,16045
CCL5,gene,16046
C11orf96,gene,16047
APOF,gene,16048
CTTNBP2,gene,16049
SNX5,gene,16050
PDE1A,gene,16051
CCDC42,gene,16052
ENOX1,gene,16053
CYB5D1,gene,16054
CSMD3,gene,16055
TEX12,gene,16056
MYH4,gene,16057
CNGA3,gene,16058
TRAPPC2L,gene,16059
PHACTR4,gene,16060
ZNF324,gene,16061
AGTR2,gene,16062
HRCT1,gene,16063
SAA2,gene,16064
EIF5AL1,gene,16065
PFAS,gene,16066
CNBD2,gene,16067
ACSS2,gene,16068
SLCO3A1,gene,16069
NRIP1,gene,16070
SDK2,gene,16071
AP4M1,gene,16072
FCRLB,gene,16073
KCNJ5,gene,16074
ERN1,gene,16075
TMCO4,gene,16076
OR5H2,gene,16077
MRPL38,gene,16078
SMC6,gene,16079
TCF24,gene,16080
ARL6IP6,gene,16081
CT45A2,gene,16082
H2AC7,gene,16083
C9orf78,gene,16084
KLF16,gene,16085
TSGA13,gene,16086
EXO1,gene,16087
TNFRSF4,gene,16088
ZNF257,gene,16089
CYRIA,gene,16090
DCLK3,gene,16091
ZKSCAN5,gene,16092
ZDHHC9,gene,16093
AMY1B,gene,16094
SLC39A9,gene,16095
PYCR3,gene,16096
NOP10,gene,16097
ZNF223,gene,16098
IQCN,gene,16099
FAM161B,gene,16100
MTERF3,gene,16101
SMARCD3,gene,16102
PFKFB1,gene,16103
OSCAR,gene,16104
TM9SF4,gene,16105
UBE2G1,gene,16106
CARD19,gene,16107
NUDT10,gene,16108
APOL2,gene,16109
GRIA1,gene,16110
ECI1,gene,16111
ZBTB22,gene,16112
BNC1,gene,16113
EPO,gene,16114
KLHDC7B,gene,16115
SLC16A8,gene,16116
VAV3,gene,16117
ESR1,gene,16118
ITGAL,gene,16119
PRICKLE1,gene,16120
ZNF503,gene,16121
DLG4,gene,16122
UBXN4,gene,16123
KLHL29,gene,16124
GEM,gene,16125
HBP1,gene,16126
FAM117B,gene,16127
NKX6-3,gene,16128
RDX,gene,16129
DLST,gene,16130
FAM118A,gene,16131
NOL7,gene,16132
MYLK3,gene,16133
PPDPF,gene,16134
DCAF1,gene,16135
MPP1,gene,16136
EYA3,gene,16137
OR2AG2,gene,16138
LTB,gene,16139
GPATCH2L,gene,16140
CHRM3,gene,16141
TTLL5,gene,16142
GK,gene,16143
LZTS2,gene,16144
IARS2,gene,16145
ZXDC,gene,16146
ELF2,gene,16147
MEPE,gene,16148
MROH2B,gene,16149
MLLT10,gene,16150
RAD51,gene,16151
TUBGCP4,gene,16152
PPFIA3,gene,16153
LAT2,gene,16154
TMEM35A,gene,16155
TEX53,gene,16156
PAF1,gene,16157
DRICH1,gene,16158
IGSF3,gene,16159
LBX2,gene,16160
OR6X1,gene,16161
ELOVL6,gene,16162
CHST5,gene,16163
TOMT,gene,16164
ATP6V1D,gene,16165
AP3M1,gene,16166
TIGAR,gene,16167
MIPOL1,gene,16168
DEXI,gene,16169
EML4,gene,16170
SCYGR8,gene,16171
SRA1,gene,16172
RPL35,gene,16173
MARK2,gene,16174
GPNMB,gene,16175
ACTRT3,gene,16176
SFXN1,gene,16177
DPH1,gene,16178
CYP2A6,gene,16179
CCDC8,gene,16180
ERMAP,gene,16181
IZUMO4,gene,16182
PYY,gene,16183
THSD4,gene,16184
TTC19,gene,16185
POLE3,gene,16186
SLC29A3,gene,16187
RBM14-RBM4,gene,16188
RRH,gene,16189
C10orf71,gene,16190
TMEM225B,gene,16191
IP6K3,gene,16192
DEDD2,gene,16193
CCDC174,gene,16194
RNASE3,gene,16195
XRCC6,gene,16196
RAMP3,gene,16197
BFSP2,gene,16198
FSCN3,gene,16199
KLHL2,gene,16200
ZNF142,gene,16201
RBM10,gene,16202
IDH3B,gene,16203
CMA1,gene,16204
ACY3,gene,16205
HSD17B11,gene,16206
FGF17,gene,16207
NSG2,gene,16208
PAM,gene,16209
IGSF1,gene,16210
H2AC1,gene,16211
RHAG,gene,16212
RP2,gene,16213
SHROOM4,gene,16214
ZNF232,gene,16215
INSL6,gene,16216
CLEC19A,gene,16217
ALLC,gene,16218
GYPC,gene,16219
UTP14A,gene,16220
APOD,gene,16221
SNCG,gene,16222
WNT8B,gene,16223
MIP,gene,16224
CYP11A1,gene,16225
ATP6V1F,gene,16226
PPP1R3D,gene,16227
EIF2B1,gene,16228
SNCAIP,gene,16229
TTC3,gene,16230
RHOV,gene,16231
MFNG,gene,16232
ADGRG2,gene,16233
BEX2,gene,16234
FAM229A,gene,16235
TMEM245,gene,16236
PRELP,gene,16237
PROX2,gene,16238
FBXO8,gene,16239
OSTF1,gene,16240
RNASE2,gene,16241
CARNMT1,gene,16242
SPANXA1,gene,16243
LILRA2,gene,16244
USP17L18,gene,16245
IFNAR2-IL10RB,gene,16246
CXorf38,gene,16247
GLCE,gene,16248
TAB2,gene,16249
CAMK1D,gene,16250
LEPROTL1,gene,16251
ZNF611,gene,16252
TSPAN17,gene,16253
ZHX1,gene,16254
CLDN1,gene,16255
RASAL2,gene,16256
KRTAP1-4,gene,16257
GLYR1,gene,16258
FBXO21,gene,16259
LAMB3,gene,16260
ZC3H15,gene,16261
RAB1A,gene,16262
BCR,gene,16263
C3orf85,gene,16264
SYNJ2BP-COX16,gene,16265
ARL13A,gene,16266
TMEM131L,gene,16267
PLXNB1,gene,16268
DYDC1,gene,16269
IRF8,gene,16270
FBN1,gene,16271
SSBP3,gene,16272
PPP1R9B,gene,16273
SLFN5,gene,16274
ADORA2A,gene,16275
TIMM8B,gene,16276
APOL6,gene,16277
ARHGAP21,gene,16278
NDUFB1,gene,16279
PDLIM4,gene,16280
CCDC138,gene,16281
CNGA2,gene,16282
MPZ,gene,16283
TRAIP,gene,16284
RUNX2,gene,16285
OPLAH,gene,16286
NFKB1,gene,16287
OR2S2,gene,16288
PDRG1,gene,16289
ZCCHC13,gene,16290
KRTAP4-7,gene,16291
EDA,gene,16292
AP5M1,gene,16293
ZNF3,gene,16294
PBX4,gene,16295
RBM11,gene,16296
IFI44,gene,16297
LARS2,gene,16298
RAB28,gene,16299
ZFYVE28,gene,16300
RIPPLY1,gene,16301
SLC30A3,gene,16302
RANBP6,gene,16303
BIN2,gene,16304
ZNF484,gene,16305
ASCL4,gene,16306
HERC1,gene,16307
PCDHGA10,gene,16308
TENT5B,gene,16309
TNFAIP3,gene,16310
KCNK5,gene,16311
OTX2,gene,16312
NFILZ,gene,16313
DEFB136,gene,16314
COL14A1,gene,16315
SETD6,gene,16316
PAK5,gene,16317
LGALS1,gene,16318
PARN,gene,16319
BMPR2,gene,16320
UBE2H,gene,16321
STARD7,gene,16322
DHX36,gene,16323
CD180,gene,16324
CREB1,gene,16325
KLHDC1,gene,16326
ANK2,gene,16327
KRTAP29-1,gene,16328
AKR1B10,gene,16329
PAGE3,gene,16330
CCDC28B,gene,16331
RAD17,gene,16332
TRIM38,gene,16333
FCRL1,gene,16334
KLC4,gene,16335
POLA2,gene,16336
ZNF454,gene,16337
TRIM72,gene,16338
PATL2,gene,16339
DHX8,gene,16340
OR2H2,gene,16341
IFIH1,gene,16342
HUS1B,gene,16343
SLIT2,gene,16344
TBXAS1,gene,16345
ATL1,gene,16346
AMN,gene,16347
SIMC1,gene,16348
SCUBE3,gene,16349
TAS2R5,gene,16350
RPL24,gene,16351
CTNS,gene,16352
MTA2,gene,16353
C5orf34,gene,16354
NTRK1,gene,16355
SUPT7L,gene,16356
KRTAP10-10,gene,16357
FHL2,gene,16358
HESX1,gene,16359
SLC22A6,gene,16360
RIMS4,gene,16361
NSG1,gene,16362
LRRC46,gene,16363
ACAP2,gene,16364
NELL1,gene,16365
PTPRE,gene,16366
SHMT1,gene,16367
CENPK,gene,16368
FASTKD2,gene,16369
BOP1,gene,16370
OR51E1,gene,16371
FNDC11,gene,16372
SPTBN4,gene,16373
PPP1R42,gene,16374
GDI2,gene,16375
RNF185,gene,16376
XCL2,gene,16377
SPATA33,gene,16378
TMEM98,gene,16379
CEACAM19,gene,16380
PCDHGC4,gene,16381
PDP1,gene,16382
ZNF687,gene,16383
DTX3,gene,16384
ORC4,gene,16385
ZDHHC6,gene,16386
ZNFX1,gene,16387
HTD2,gene,16388
MAP3K4,gene,16389
STAT2,gene,16390
OARD1,gene,16391
NXPH2,gene,16392
GJC2,gene,16393
NEK3,gene,16394
ZSCAN31,gene,16395
PMP2,gene,16396
NUTM2F,gene,16397
MUS81,gene,16398
GOLGA8M,gene,16399
CEP192,gene,16400
TIMM50,gene,16401
TRAPPC6A,gene,16402
RBP7,gene,16403
AKR7A3,gene,16404
GSTCD,gene,16405
ACSL6,gene,16406
KIF18B,gene,16407
RGS7BP,gene,16408
COX19,gene,16409
RFTN1,gene,16410
STRC,gene,16411
EID2B,gene,16412
DMWD,gene,16413
OR2A25,gene,16414
NAALADL2,gene,16415
PSMD12,gene,16416
ASZ1,gene,16417
MCAT,gene,16418
PDGFB,gene,16419
WTAP,gene,16420
ALDH1A3,gene,16421
PAMR1,gene,16422
FGF5,gene,16423
POU6F2,gene,16424
GATA4,gene,16425
CDC23,gene,16426
PKHD1,gene,16427
GANAB,gene,16428
NDNF,gene,16429
BRWD1,gene,16430
TNP2,gene,16431
AKIRIN2,gene,16432
ZDHHC20,gene,16433
NEK6,gene,16434
MDP1,gene,16435
OR4A15,gene,16436
OVCH1,gene,16437
MINPP1,gene,16438
TRIM51G,gene,16439
ZNF813,gene,16440
RASGEF1B,gene,16441
SRSF6,gene,16442
RPL18,gene,16443
CUL4A,gene,16444
WDR75,gene,16445
KPNB1,gene,16446
PAK6,gene,16447
ADGRL4,gene,16448
KMT5C,gene,16449
FGA,gene,16450
EFHB,gene,16451
ZFP62,gene,16452
C2orf50,gene,16453
CHST7,gene,16454
E2F8,gene,16455
PEX10,gene,16456
PLK2,gene,16457
ANGPTL2,gene,16458
DYNLT2B,gene,16459
GOLM2,gene,16460
ZNF610,gene,16461
RALGPS2,gene,16462
MRPL37,gene,16463
SLFN11,gene,16464
UCP1,gene,16465
ELN,gene,16466
CTAGE9,gene,16467
NDUFAF1,gene,16468
OXLD1,gene,16469
KPNA5,gene,16470
COG2,gene,16471
SPCS2,gene,16472
CCL1,gene,16473
FOXS1,gene,16474
ZNF669,gene,16475
GKAP1,gene,16476
KRT12,gene,16477
IL11,gene,16478
AHNAK2,gene,16479
PNPLA2,gene,16480
ZNF75A,gene,16481
UBA6,gene,16482
C21orf140,gene,16483
ZBTB9,gene,16484
MALRD1,gene,16485
C11orf42,gene,16486
LXN,gene,16487
GFI1,gene,16488
RPS5,gene,16489
BBS7,gene,16490
KIAA2026,gene,16491
GPR68,gene,16492
METTL23,gene,16493
ABCF2-H2BK1,gene,16494
C1orf131,gene,16495
CHRNA1,gene,16496
DMAC1,gene,16497
PSMD13,gene,16498
DEDD,gene,16499
SDHA,gene,16500
TMEM184C,gene,16501
ARFGEF2,gene,16502
UPF3B,gene,16503
ZNF644,gene,16504
CCT6A,gene,16505
VWCE,gene,16506
MYEOV,gene,16507
ADNP,gene,16508
MRPS18C,gene,16509
TAL2,gene,16510
C14orf119,gene,16511
PDHB,gene,16512
IGFBP4,gene,16513
NOM1,gene,16514
MRM1,gene,16515
IFNB1,gene,16516
PDE4DIP,gene,16517
KCTD5,gene,16518
ARMCX1,gene,16519
ZNF436,gene,16520
TMEM97,gene,16521
ZNF574,gene,16522
APOC1,gene,16523
CD24,gene,16524
NSUN4,gene,16525
TOMM20,gene,16526
RARS1,gene,16527
MTCL1,gene,16528
FBXW10B,gene,16529
ASB4,gene,16530
CALML6,gene,16531
CENPT,gene,16532
RPS19BP1,gene,16533
DEUP1,gene,16534
LRFN2,gene,16535
PKN3,gene,16536
TCHP,gene,16537
ATP5PO,gene,16538
SUSD5,gene,16539
REV3L,gene,16540
CASQ1,gene,16541
ALG10,gene,16542
STARD13,gene,16543
STOML3,gene,16544
N4BP2L2,gene,16545
ARHGEF15,gene,16546
BOD1L2,gene,16547
COLEC10,gene,16548
HDAC2,gene,16549
C16orf92,gene,16550
DAP3,gene,16551
CBY1,gene,16552
KIF27,gene,16553
SEMG2,gene,16554
C20orf144,gene,16555
OLIG1,gene,16556
MCF2L2,gene,16557
SLC22A23,gene,16558
ODAD4,gene,16559
ZBTB5,gene,16560
CBLIF,gene,16561
PIWIL2,gene,16562
MRPS14,gene,16563
NPM2,gene,16564
PHF21A,gene,16565
PEPD,gene,16566
TCL1B,gene,16567
CFAP157,gene,16568
C19orf44,gene,16569
CFAP97D1,gene,16570
AP3S2,gene,16571
ACSL1,gene,16572
SAFB,gene,16573
IFT74,gene,16574
SH3RF2,gene,16575
ATP2A2,gene,16576
NEPRO,gene,16577
PGAP3,gene,16578
HBG2,gene,16579
ZNF621,gene,16580
MYL12B,gene,16581
HES2,gene,16582
YWHAG,gene,16583
ERG28,gene,16584
TAX1BP3,gene,16585
CDKN2AIP,gene,16586
CTHRC1,gene,16587
ADORA3,gene,16588
H2BW1,gene,16589
IGF2BP2,gene,16590
NQO2,gene,16591
APTX,gene,16592
INIP,gene,16593
BPIFB3,gene,16594
TMEM203,gene,16595
CPSF4L,gene,16596
PCP4,gene,16597
ZNF880,gene,16598
B3GALT1,gene,16599
UBE2S,gene,16600
RILP,gene,16601
GLDC,gene,16602
TMEM39A,gene,16603
LYRM9,gene,16604
KIFC1,gene,16605
ADGRE5,gene,16606
SART1,gene,16607
RBM7,gene,16608
ENTPD5,gene,16609
DEFB129,gene,16610
RSPH6A,gene,16611
PSG8,gene,16612
INAVA,gene,16613
ZNF677,gene,16614
RHOBTB2,gene,16615
ANKRD35,gene,16616
SVBP,gene,16617
GCKR,gene,16618
OTOG,gene,16619
ADAMTSL2,gene,16620
ZNF570,gene,16621
SLC29A4,gene,16622
OR2AK2,gene,16623
MAP6D1,gene,16624
MC5R,gene,16625
GART,gene,16626
ENPP4,gene,16627
IVNS1ABP,gene,16628
SLC12A8,gene,16629
KCTD12,gene,16630
ELMO3,gene,16631
C6orf47,gene,16632
CYB561,gene,16633
OR2V1,gene,16634
SDSL,gene,16635
STK17B,gene,16636
WIPI1,gene,16637
EZH1,gene,16638
CHRNB4,gene,16639
SGSM1,gene,16640
SCTR,gene,16641
RAP2C,gene,16642
OR2AT4,gene,16643
ZSCAN22,gene,16644
RNF138,gene,16645
GPR146,gene,16646
C15orf48,gene,16647
CLIC6,gene,16648
RBPJ,gene,16649
KHDC1L,gene,16650
TOR1AIP2,gene,16651
RPL11,gene,16652
TMED7-TICAM2,gene,16653
AIF1,gene,16654
LRCH4,gene,16655
DCAF10,gene,16656
LRRC45,gene,16657
KRTAP5-10,gene,16658
DXO,gene,16659
SRP9,gene,16660
RMND1,gene,16661
HRAS,gene,16662
METTL18,gene,16663
IQCH,gene,16664
OCA2,gene,16665
AKIRIN1,gene,16666
AMER1,gene,16667
SDHAF2,gene,16668
MROH7,gene,16669
OR2L3,gene,16670
MORN4,gene,16671
CD55,gene,16672
USP3,gene,16673
PLA2G4B,gene,16674
TARBP2,gene,16675
ZSWIM5,gene,16676
ADRB3,gene,16677
LPAR6,gene,16678
RETREG2,gene,16679
MAGT1,gene,16680
HNRNPH1,gene,16681
DRD5,gene,16682
DGAT1,gene,16683
NUDT4B,gene,16684
RAB30,gene,16685
MED4,gene,16686
KCNA6,gene,16687
LGI2,gene,16688
SGK3,gene,16689
ATP6V1H,gene,16690
SNAPC5,gene,16691
ARHGAP44,gene,16692
DUX4,gene,16693
H1-1,gene,16694
EPB41L3,gene,16695
STIMATE-MUSTN1,gene,16696
TTC32,gene,16697
DEFB105A,gene,16698
SLAMF6,gene,16699
LEMD3,gene,16700
AMY2A,gene,16701
SLC20A2,gene,16702
ROPN1B,gene,16703
CDK20,gene,16704
RAMP2,gene,16705
ZBTB7C,gene,16706
CCDC194,gene,16707
KANK1,gene,16708
AKIP1,gene,16709
TIA1,gene,16710
USP28,gene,16711
HNRNPA2B1,gene,16712
DEFB106B,gene,16713
ARID1B,gene,16714
RBIS,gene,16715
PER2,gene,16716
FAM114A2,gene,16717
RNASEL,gene,16718
CCDC60,gene,16719
NUP98,gene,16720
RGPD5,gene,16721
TMEM109,gene,16722
RALGAPA1,gene,16723
QRFPR,gene,16724
ARID4A,gene,16725
DHRS7B,gene,16726
BTBD9,gene,16727
SLC40A1,gene,16728
GALE,gene,16729
OR51F1,gene,16730
EGR2,gene,16731
FAT1,gene,16732
SLC25A31,gene,16733
DLX6,gene,16734
ADGRG6,gene,16735
SERPINB1,gene,16736
OR2M4,gene,16737
MOBP,gene,16738
NBAS,gene,16739
RFC3,gene,16740
ZBTB2,gene,16741
SLC25A21,gene,16742
IL2RB,gene,16743
BTBD10,gene,16744
SNX1,gene,16745
AKAIN1,gene,16746
PGAP6,gene,16747
SLC26A9,gene,16748
MAP6,gene,16749
TCERG1L,gene,16750
STMN2,gene,16751
KCNA3,gene,16752
GRIK2,gene,16753
FAU,gene,16754
PPP1R21,gene,16755
ATOH8,gene,16756
MOS,gene,16757
PCDHB13,gene,16758
HEBP2,gene,16759
TMEM272,gene,16760
DSN1,gene,16761
CORIN,gene,16762
ATP1B2,gene,16763
KRTAP10-2,gene,16764
MATK,gene,16765
CTH,gene,16766
SMG6,gene,16767
LYAR,gene,16768
ZKSCAN7,gene,16769
CCNY,gene,16770
KIAA1217,gene,16771
PGBD2,gene,16772
CFAP210,gene,16773
THUMPD1,gene,16774
CALHM1,gene,16775
ATF7IP,gene,16776
GLRA1,gene,16777
NAT14,gene,16778
NAF1,gene,16779
CAPZA2,gene,16780
PPIA,gene,16781
GOPC,gene,16782
YIPF4,gene,16783
ZNF45,gene,16784
PGLYRP3,gene,16785
ADD3,gene,16786
KLF7,gene,16787
DPYSL5,gene,16788
ASB5,gene,16789
OTUD4,gene,16790
ZKSCAN8P1,gene,16791
FAM135B,gene,16792
LTBP2,gene,16793
NPLOC4,gene,16794
NRSN2,gene,16795
LACC1,gene,16796
SNX2,gene,16797
ZBTB32,gene,16798
RBM19,gene,16799
ARMCX5-GPRASP2,gene,16800
TGIF2,gene,16801
HORMAD1,gene,16802
MAP4K1,gene,16803
AKNA,gene,16804
LAMC1,gene,16805
NTSR2,gene,16806
SPMIP8,gene,16807
GPATCH1,gene,16808
CLEC14A,gene,16809
VTCN1,gene,16810
ADAM8,gene,16811
OPN1MW,gene,16812
KAT2A,gene,16813
GNG5B,gene,16814
CFAP54,gene,16815
GUCA1C,gene,16816
ZNF844,gene,16817
H3C14,gene,16818
C5orf58,gene,16819
VSTM2L,gene,16820
TMEM131,gene,16821
GABRB2,gene,16822
MRI1,gene,16823
PDE2A,gene,16824
IGDCC4,gene,16825
RNF150,gene,16826
GPR107,gene,16827
GAPDHS,gene,16828
VIPR1,gene,16829
LIG4,gene,16830
ERLIN2,gene,16831
PRSS53,gene,16832
CAPSL,gene,16833
LPIN3,gene,16834
RBM4B,gene,16835
NOXRED1,gene,16836
TRIP4,gene,16837
LIPN,gene,16838
HS3ST3B1,gene,16839
RYBP,gene,16840
S1PR3,gene,16841
CERT1,gene,16842
TAF4B,gene,16843
OSBPL10,gene,16844
AK5,gene,16845
PPP1CB,gene,16846
TBC1D1,gene,16847
ANKRD13B,gene,16848
KLK14,gene,16849
MRTFA,gene,16850
KCNQ3,gene,16851
TANGO6,gene,16852
CELA2B,gene,16853
OR6B3,gene,16854
ZKSCAN1,gene,16855
IL4R,gene,16856
HOXB6,gene,16857
AGBL4,gene,16858
UAP1L1,gene,16859
RPL21,gene,16860
FAM13B,gene,16861
MGA,gene,16862
OR56B4,gene,16863
STX12,gene,16864
ROCK2,gene,16865
SPINK9,gene,16866
OR4A16,gene,16867
VAMP4,gene,16868
RDH13,gene,16869
GATD1,gene,16870
NALCN,gene,16871
WBP1,gene,16872
H2BC18,gene,16873
TGS1,gene,16874
TCEAL3,gene,16875
CCN3,gene,16876
PABPN1,gene,16877
DCPS,gene,16878
FOXP4,gene,16879
DEF8,gene,16880
DDIT4L,gene,16881
ARMCX5,gene,16882
DEFB123,gene,16883
TBC1D10C,gene,16884
ACSL5,gene,16885
SYCN,gene,16886
NSL1,gene,16887
APOB,gene,16888
ARHGAP31,gene,16889
CPEB4,gene,16890
UBASH3B,gene,16891
PRRG1,gene,16892
RBMS3,gene,16893
TRMT1,gene,16894
ITGAX,gene,16895
TRPC5OS,gene,16896
UCHL3,gene,16897
XCL1,gene,16898
RBM12B,gene,16899
RPL30,gene,16900
CCDC168,gene,16901
CHST14,gene,16902
RPL28,gene,16903
ZNF587B,gene,16904
MOCS2,gene,16905
SMU1,gene,16906
TK1,gene,16907
WDFY4,gene,16908
DEFB4A,gene,16909
ELANE,gene,16910
CHMP1B,gene,16911
PPP1R14D,gene,16912
PPP1R2,gene,16913
SGK2,gene,16914
SCGB1D4,gene,16915
PPIG,gene,16916
ARMC7,gene,16917
SPHK2,gene,16918
FSTL4,gene,16919
CRIP1,gene,16920
GLIS3,gene,16921
DDX43,gene,16922
ATPAF2,gene,16923
STX8,gene,16924
DENND1C,gene,16925
SFRP4,gene,16926
IRF9,gene,16927
SERHL2,gene,16928
ZFC3H1,gene,16929
RIBC1,gene,16930
CD302,gene,16931
MRFAP1L1,gene,16932
PILRA,gene,16933
FANCL,gene,16934
ANAPC7,gene,16935
PLET1,gene,16936
CYP2U1,gene,16937
EDDM3B,gene,16938
FAM83C,gene,16939
ARIH1,gene,16940
ORC6,gene,16941
JAM3,gene,16942
RBM17,gene,16943
MAP2,gene,16944
MAP2K1,gene,16945
FGF3,gene,16946
H3-3B,gene,16947
LITAF,gene,16948
TTC4,gene,16949
MOB4,gene,16950
BEND7,gene,16951
THEMIS2,gene,16952
NXF3,gene,16953
ZNF850,gene,16954
TGM6,gene,16955
TDG,gene,16956
NDUFS7,gene,16957
SFI1,gene,16958
SEMA6D,gene,16959
CENPO,gene,16960
PSG1,gene,16961
EIF6,gene,16962
OR4F29,gene,16963
TKFC,gene,16964
THRB,gene,16965
ECM2,gene,16966
ZC3H3,gene,16967
GBGT1,gene,16968
AMOT,gene,16969
PTGER1,gene,16970
MADCAM1,gene,16971
SMIM9,gene,16972
PIERCE1,gene,16973
AQP7,gene,16974
TEDDM1,gene,16975
PIGO,gene,16976
ZNF655,gene,16977
IPPK,gene,16978
SLC4A5,gene,16979
ZNG1F,gene,16980
FLG,gene,16981
RBPJL,gene,16982
ZNF229,gene,16983
POU3F4,gene,16984
MRPL24,gene,16985
SPRY3,gene,16986
CYP46A1,gene,16987
PWWP4,gene,16988
RRP15,gene,16989
AASDHPPT,gene,16990
TIMMDC1,gene,16991
ACKR1,gene,16992
GALR3,gene,16993
NCDN,gene,16994
UGT2B10,gene,16995
KCNT2,gene,16996
NCF1,gene,16997
LIPK,gene,16998
GFER,gene,16999
OR10H3,gene,17000
TNNT1,gene,17001
TRIM23,gene,17002
TF,gene,17003
GPAT4,gene,17004
ENTREP2,gene,17005
GALNT16,gene,17006
MFAP3L,gene,17007
PRR13,gene,17008
RPL17-C18orf32,gene,17009
MYO16,gene,17010
MT1X,gene,17011
SRPX,gene,17012
APOLD1,gene,17013
PXMP4,gene,17014
RAB11B,gene,17015
LCN2,gene,17016
HPS1,gene,17017
FABP4,gene,17018
FAM25A,gene,17019
HSPE1-MOB4,gene,17020
TENT5A,gene,17021
CD36,gene,17022
ADRA1A,gene,17023
OC90,gene,17024
PSMA1,gene,17025
ATP5ME,gene,17026
RPAP3,gene,17027
ZNF71,gene,17028
TYK2,gene,17029
CCDC74A,gene,17030
NIBAN3,gene,17031
TRIM39-RPP21,gene,17032
R3HCC1,gene,17033
ARHGEF11,gene,17034
CEP70,gene,17035
AHNAK,gene,17036
CLEC1B,gene,17037
MYL6B,gene,17038
RARA,gene,17039
NTN4,gene,17040
ZNF497,gene,17041
CHCHD6,gene,17042
MKRN2,gene,17043
ENPP3,gene,17044
RAB9B,gene,17045
TTPA,gene,17046
TBX1,gene,17047
LIX1L,gene,17048
BRWD3,gene,17049
SLC6A20,gene,17050
ARHGAP9,gene,17051
UPF3A,gene,17052
PRMT2,gene,17053
NCL,gene,17054
C12orf42,gene,17055
ZBED5,gene,17056
GUK1,gene,17057
TDO2,gene,17058
MAGEB6,gene,17059
SBSN,gene,17060
UGCG,gene,17061
ZNF558,gene,17062
U2SURP,gene,17063
PSEN1,gene,17064
H4C1,gene,17065
SAMD13,gene,17066
MYH6,gene,17067
MZB1,gene,17068
TNIP1,gene,17069
SSC4D,gene,17070
DNAJA3,gene,17071
PCDHGB4,gene,17072
OR51V1,gene,17073
KRTAP5-8,gene,17074
ASPH,gene,17075
EEF1AKMT3,gene,17076
ZNF564,gene,17077
TMEM63A,gene,17078
CARD8,gene,17079
CLDN5,gene,17080
RC3H2,gene,17081
ISY1-RAB43,gene,17082
PROZ,gene,17083
PRM2,gene,17084
NUDT8,gene,17085
ATCAY,gene,17086
TP53BP1,gene,17087
MED11,gene,17088
CXXC5,gene,17089
SBSPON,gene,17090
REG1A,gene,17091
DKK2,gene,17092
TBC1D3B,gene,17093
RTL4,gene,17094
TAF1D,gene,17095
GTF2A1,gene,17096
PPP1R9A,gene,17097
ZBTB7A,gene,17098
ANKRD1,gene,17099
TOX2,gene,17100
RBM26,gene,17101
SAMD9,gene,17102
GSKIP,gene,17103
GOLGA6D,gene,17104
GIGYF1,gene,17105
TAGAP,gene,17106
TKTL2,gene,17107
MRPL16,gene,17108
ANKRD63,gene,17109
RETN,gene,17110
UBA52,gene,17111
HOXC9,gene,17112
LIMD1,gene,17113
CFAP298-TCP10L,gene,17114
TEN1,gene,17115
NXF1,gene,17116
NAA60,gene,17117
HOXC13,gene,17118
KDM5B,gene,17119
DHX15,gene,17120
TNFSF4,gene,17121
CLASP2,gene,17122
SGCG,gene,17123
SNW1,gene,17124
REG1B,gene,17125
MAGEF1,gene,17126
ACAA2,gene,17127
AKAP4,gene,17128
EID2,gene,17129
TTLL9,gene,17130
HMGCLL1,gene,17131
STRAP,gene,17132
MEP1B,gene,17133
SEC14L2,gene,17134
OSCP1,gene,17135
ARC,gene,17136
GJA10,gene,17137
GABRR2,gene,17138
FAM53A,gene,17139
GUSB,gene,17140
CHRDL1,gene,17141
TMED9,gene,17142
PRKAB2,gene,17143
SLC22A15,gene,17144
GLI3,gene,17145
MRGPRX4,gene,17146
PSTK,gene,17147
EIF2S1,gene,17148
TGIF1,gene,17149
ZNF417,gene,17150
GPM6A,gene,17151
GRM2,gene,17152
TEP1,gene,17153
ZNF366,gene,17154
ACTR1B,gene,17155
TUBB4A,gene,17156
MPV17L,gene,17157
ERGIC1,gene,17158
PRAMEF9,gene,17159
NMS,gene,17160
STXBP2,gene,17161
ADGRG5,gene,17162
NANOS1,gene,17163
GPR3,gene,17164
FAM135A,gene,17165
NEURL3,gene,17166
GIN1,gene,17167
POLM,gene,17168
TRIM21,gene,17169
SRRM1,gene,17170
ZBTB47,gene,17171
RNF182,gene,17172
FOXM1,gene,17173
TMEM63C,gene,17174
ZMPSTE24,gene,17175
ABLIM3,gene,17176
ORC5,gene,17177
ARHGEF10,gene,17178
OPN4,gene,17179
